,name,address,city,state,postal_code,stars,review_count,is_open,attributes,categories,hours
36315,Pad Thai Cafe,1116 Boylston St,Boston,MA,02115,4.0,341,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BYOBCorkage': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'average'""}","['Restaurants', 'Thai']","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:30'}"
36827,Steve's Greek Restaurant,316 Newbury St,Boston,MA,02115,3.0,206,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'BYOBCorkage': ""'no'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTableService': 'True'}","['Restaurants', 'Mediterranean', 'Greek']","{'Monday': '7:30-23:0', 'Tuesday': '7:30-23:0', 'Wednesday': '7:30-23:0', 'Thursday': '7:30-23:0', 'Friday': '7:30-23:0', 'Saturday': '7:30-23:0', 'Sunday': '10:0-22:0'}"
36850,The Crossing,1592 Tremont St,Boston,MA,02120,3.5,38,0,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True'}","['American(Traditional)', 'Bars', 'Nightlife', 'Karaoke', 'Restaurants', 'SportsBars']","{'Monday': '11:30-1:0', 'Tuesday': '11:30-1:0', 'Wednesday': '11:30-1:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}"
36935,Citra Fresh Cafe,221 Longwood Ave,Boston,MA,02115,4.0,5,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True'}","['Breakfast&Brunch', 'Restaurants']","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}"
37315,Penguin Pizza,735 Huntington Ave,Boston,MA,02115,3.5,539,1,"{'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'no'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'Smoking': ""u'no'""}","['Nightlife', 'Italian', 'Restaurants', 'Bars', 'SportsBars', 'DiveBars', 'Pizza']","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
37481,UBurger,346 Huntington Ave,Boston,MA,02115,2.5,17,1,"{'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}","['Food', 'Burgers', 'Restaurants']","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-20:0'}"
38434,Ginger Exchange,1625 Tremont St,Roxbury Crossing,MA,02120,4.0,18,1,"{'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","['Restaurants', 'AsianFusion']","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-23:0'}"
38738,Dana Farber Cancer Institute Cafeteria,44 Binney St,Boston,MA,02115,4.5,12,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","['Cafeteria', 'American(Traditional)', 'Restaurants']","{'Monday': '6:30-16:0', 'Tuesday': '6:30-16:0', 'Wednesday': '6:30-16:0', 'Thursday': '6:30-16:0', 'Friday': '6:30-16:0'}"
39339,Tavern of Tales,1478 Tremont St,Boston,MA,02120,5.0,12,1,"{'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'Smoking': ""u'no'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True'}","['TabletopGames', 'Restaurants', 'Shopping', 'ThemedCafes', 'Cafes', 'Bars', 'SocialClubs', 'Nightlife', 'Arts&Entertainment', 'BeerBar']","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}"
39441,Pan Thai Restaurant,14A Westland Ave,Boston,MA,02115,3.5,53,0,"{'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1'}","['Thai', 'Restaurants']","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:0-22:0'}"
39533,Chicken Lou's,50 Forsyth St,Boston,MA,02115,4.0,116,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'no'"", 'Alcohol': ""'none'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True'}","['Restaurants', 'FastFood', 'Sandwiches']","{'Monday': '6:45-20:30', 'Tuesday': '6:45-20:30', 'Wednesday': '6:45-20:30', 'Thursday': '6:45-20:30', 'Friday': '6:45-18:45', 'Saturday': '7:30-14:0'}"
39802,Garden Cafeteria,465 Huntington Ave,Boston,MA,02115,3.0,8,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'beer_and_wine'"", 'HasTV': 'True'}","['Food', 'American(Traditional)', 'Restaurants']","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}"
39880,B3,160 Massachusetts Ave,Boston,MA,02115,4.0,101,0,"{'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'CoatCheck': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True'}","['Nightlife', 'Bars', 'Southern', 'American(Traditional)', 'Restaurants', 'CocktailBars', 'ComfortFood']","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-20:0'}"
40155,Chutney's,350 Longwood Ave,Boston,MA,02115,3.5,38,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","['Indian', 'FastFood', 'Restaurants']","{'Tuesday': '11:0-16:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
40212,Hsin Hsin,25 Massachusetts Ave,Boston,MA,02115,3.5,126,1,"{'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'HasTV': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'""}","['Restaurants', 'AsianFusion', 'Chinese', 'EthnicFood', 'Food', 'SpecialtyFood', 'Cantonese', 'Japanese', 'Szechuan']","{'Monday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}"
40435,City Kitchen,6 Hemenway St,Boston,MA,02115,3.5,5,0,"{'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'""}","['Restaurants', 'American(New)']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0'}"
40479,Caff̩bene,333 Massachusetts Ave,Boston,MA,02115,4.0,245,1,"{'Alcohol': ""'none'"", 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","['Restaurants', 'Coffee&Tea', 'Desserts', 'Breakfast&Brunch', 'Gelato', 'Cafes', 'Food']","{'Monday': '8:0-21:30', 'Tuesday': '8:0-21:30', 'Wednesday': '8:0-21:30', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '8:0-21:30', 'Sunday': '9:0-21:30'}"
41129,Kigo Kitchen,360 Huntington Ave,Boston,MA,02115,3.0,10,1,"{'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'very_loud'""}","['Restaurants', 'FastFood', 'AsianFusion', 'Thai', 'Japanese']","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-17:0'}"
41139,B.GOOD,359 Huntington Ave,Boston,MA,02115,3.0,56,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True'}","['JuiceBars&Smoothies', 'Restaurants', 'FastFood', 'Sandwiches', 'American(Traditional)', 'Salad', 'Food', 'Burgers', 'Breakfast&Brunch', 'American(New)']","{'Tuesday': '7:0-20:0', 'Wednesday': '10:30-21:0', 'Thursday': '11:0-16:0', 'Friday': '12:0-19:30'}"
41325,Chatime,333 Huntington Ave,Boston,MA,02115,2.5,74,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True'}","['Food', 'BubbleTea', 'Restaurants', 'Coffee&Tea', 'Taiwanese', 'JuiceBars&Smoothies']","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
41501,TGI Fridays,1626 Tremont St,Boston,MA,02120,2.0,228,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BYOBCorkage': ""'no'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True'}","['American(New)', 'Nightlife', 'Restaurants', 'Bars', 'American(Traditional)']","{'Monday': '11:0-0:30', 'Tuesday': '11:0-0:30', 'Wednesday': '11:0-0:30', 'Thursday': '10:30-0:30', 'Friday': '10:30-0:30', 'Saturday': '11:0-0:30', 'Sunday': '11:0-0:30'}"
